id,campaign,date,impressions,impressions_previous_year,clics,click_previous_year,CtR,CpC,CpC_previous_year,spend,spend_previous_year,ACoS,RoAS,sales,orders,units,conversion_rate,page_views,NtB_orders,NtB_orders_percentage,NtB_sales,NtB_sales_persntage,NtB_units,NtB_units_percentage,NtB_order_rate
2639,1239,1/6/20,1024,NULL,10,NULL,0.0098,0.7,NULL,7.03,NULL,0.0649,0,108.37,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2640,1246,1/6/20,218,NULL,1,NULL,0.0046,1.28,NULL,1.28,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2641,1237,1/6/20,690,NULL,15,NULL,0.0217,1.08,NULL,16.17,NULL,0.0807,0,200.37,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2642,1238,1/7/20,8778,NULL,26,NULL,0.003,2.07,NULL,53.9,NULL,0.2888,0,186.64,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2643,1226,1/7/20,1853,NULL,1,NULL,0.0005,0.47,NULL,0.47,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2644,1239,1/7/20,654,NULL,16,NULL,0.0245,0.59,NULL,9.4,NULL,0.1658,0,56.69,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2645,1230,1/7/20,6634,NULL,5,NULL,0.0008,0.58,NULL,2.9,NULL,0.2215,0,13.09,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2646,1237,1/7/20,697,NULL,11,NULL,0.0158,0.99,NULL,10.94,NULL,0.1515,0,72.19,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2647,1243,1/7/20,144,NULL,4,NULL,0.0278,1.21,NULL,4.85,NULL,0.046,0,105.54,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2648,1235,1/7/20,539,NULL,10,NULL,0.0186,0.75,NULL,7.51,NULL,0.1131,0,66.43,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2649,1245,1/7/20,0,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2650,1248,1/7/20,24006,NULL,65,NULL,0.0027,1.59,NULL,103.32,NULL,0.3081,0,335.36,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2651,1223,1/7/20,1101,NULL,1,NULL,0.0009,0.45,NULL,0.45,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2652,2042,1/7/20,7821,15395,12,59,0.0015,0.88,1.22,10.6,71.88,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2653,1252,1/7/20,356,NULL,2,NULL,0.0056,1.37,NULL,2.73,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2654,1248,1/8/20,36090,NULL,69,NULL,0.0019,1.49,NULL,102.61,NULL,0.3967,0,258.65,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2655,1223,1/8/20,987,NULL,1,NULL,0.001,0.41,NULL,0.41,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2656,1235,1/8/20,529,NULL,13,NULL,0.0246,0.88,NULL,11.42,NULL,0.1742,0,65.56,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2657,1237,1/8/20,967,NULL,6,NULL,0.0062,1.21,NULL,7.28,NULL,0.3772,0,19.3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2658,1239,1/8/20,835,NULL,12,NULL,0.0144,0.67,NULL,8.03,NULL,0.1506,0,53.31,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2659,1245,1/8/20,0,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2660,1230,1/8/20,6388,NULL,4,NULL,0.0006,0.51,NULL,2.05,NULL,0.108,0,18.98,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2661,1243,1/8/20,597,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2662,1252,1/8/20,341,NULL,3,NULL,0.0088,1.09,NULL,3.26,NULL,0.409,0,7.97,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2663,2042,1/8/20,5930,15862,9,55,0.0015,1.09,1.71,9.83,93.94,2.9083,0,3.38,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2664,1226,1/8/20,1957,NULL,3,NULL,0.0015,1.09,NULL,3.26,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2665,1238,1/8/20,7048,NULL,25,NULL,0.0036,2.04,NULL,50.96,NULL,0.3836,0,132.86,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2666,1237,1/9/20,411,NULL,3,NULL,0.0073,1.22,NULL,3.67,NULL,0.1902,0,19.3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2667,1235,1/9/20,574,NULL,5,NULL,0.0087,0.55,NULL,2.76,NULL,0.0582,0,47.45,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2668,1230,1/9/20,7510,NULL,6,NULL,0.0008,0.56,NULL,3.33,NULL,0.1475,0,22.58,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2669,1226,1/9/20,1220,NULL,2,NULL,0.0016,1.4,NULL,2.8,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2670,1239,1/9/20,514,NULL,3,NULL,0.0058,1.05,NULL,3.16,NULL,0.0732,0,43.17,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2671,1245,1/9/20,0,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2672,1248,1/9/20,35364,NULL,66,NULL,0.0019,1.56,NULL,102.78,NULL,0.5815,0,176.75,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2673,1223,1/9/20,996,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2674,1238,1/9/20,8654,NULL,30,NULL,0.0035,1.73,NULL,51.78,NULL,0.6792,0,76.24,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2675,2042,1/9/20,8010,14351,12,46,0.0015,1.06,1.45,12.69,66.83,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2676,1252,1/9/20,386,NULL,1,NULL,0.0026,0.76,NULL,0.76,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2677,1243,1/9/20,79,NULL,1,NULL,0.0127,2.69,NULL,2.69,NULL,0.1091,0,24.65,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2678,1238,1/10/20,3233,NULL,22,NULL,0.0068,2.36,NULL,51.82,NULL,0.7862,0,65.91,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2679,1230,1/10/20,4893,NULL,2,NULL,0.0004,0.48,NULL,0.95,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2680,1246,1/10/20,186,NULL,1,NULL,0.0054,1.67,NULL,1.67,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2681,1243,1/10/20,69,NULL,1,NULL,0.0145,0.25,NULL,0.25,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2682,1248,1/10/20,26637,NULL,59,NULL,0.0022,1.75,NULL,103.5,NULL,0.5506,0,187.99,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2683,2042,1/10/20,4619,12839,4,55,0.0009,0.95,1.34,3.78,73.69,0.2796,0,13.52,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2684,1252,1/10/20,777,NULL,4,NULL,0.0052,0.98,NULL,3.9,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2685,1232,1/10/20,43,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2686,1237,1/10/20,528,NULL,3,NULL,0.0057,0.39,NULL,1.18,NULL,0.0611,0,19.3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2687,1245,1/10/20,14520,NULL,18,NULL,0.0012,1.29,NULL,23.3,NULL,0.4436,0,52.52,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2688,1223,1/10/20,785,NULL,2,NULL,0.0026,0.49,NULL,0.97,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2689,1226,1/10/20,1406,NULL,2,NULL,0.0014,0.92,NULL,1.83,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2690,1239,1/10/20,477,NULL,5,NULL,0.0105,0.85,NULL,4.27,NULL,0.0917,0,46.55,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2691,1235,1/10/20,1160,NULL,7,NULL,0.006,0.95,NULL,6.67,NULL,0.1171,0,56.94,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2692,1235,1/11/20,729,NULL,2,NULL,0.0027,0.49,NULL,0.97,NULL,0.2694,0,3.6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2693,1230,1/11/20,3545,NULL,3,NULL,0.0009,0.45,NULL,1.36,NULL,0.1433,0,9.49,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2694,1243,1/11/20,75,NULL,1,NULL,0.0133,0.35,NULL,0.35,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2695,1248,1/11/20,24768,NULL,68,NULL,0.0028,1.51,NULL,102.61,NULL,0.5766,0,177.97,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2696,1252,1/11/20,528,NULL,1,NULL,0.0019,0.97,NULL,0.97,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2697,1223,1/11/20,676,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2698,1246,1/11/20,272,NULL,2,NULL,0.0074,0.37,NULL,0.74,NULL,0.0298,0,24.87,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2699,2042,1/11/20,6123,15998,7,61,0.0011,0.95,1.47,6.68,89.97,0.4642,0,14.39,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2700,1237,1/11/20,468,NULL,2,NULL,0.0043,1.1,NULL,2.2,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2701,1238,1/11/20,9580,NULL,23,NULL,0.0024,2.27,NULL,52.13,NULL,0.7444,0,70.03,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2702,1232,1/11/20,52,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2703,1239,1/11/20,612,NULL,9,NULL,0.0147,0.56,NULL,5.03,NULL,0.4961,0,10.14,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2704,1226,1/11/20,823,NULL,3,NULL,0.0037,1.01,NULL,3.03,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2705,1245,1/11/20,12650,NULL,16,NULL,0.0013,1.3,NULL,20.83,NULL,0.4188,0,49.74,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2706,1245,1/12/20,15406,NULL,16,NULL,0.001,1.28,NULL,20.43,NULL,0.3733,0,54.73,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2707,1237,1/12/20,389,NULL,6,NULL,0.0154,1.71,NULL,10.25,NULL,0.1759,0,58.28,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2708,1243,1/12/20,119,NULL,3,NULL,0.0252,0.85,NULL,2.56,NULL,0.0324,0,78.91,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2709,1238,1/12/20,26135,NULL,69,NULL,0.0026,2.23,NULL,153.7,NULL,0.5775,0,266.15,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2710,1230,1/12/20,20184,NULL,8,NULL,0.0004,0.47,NULL,3.72,NULL,0.5167,0,7.2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2711,1248,1/12/20,27227,NULL,68,NULL,0.0025,1.49,NULL,101.45,NULL,0.3288,0,308.51,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2712,1223,1/12/20,853,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2713,1246,1/12/20,324,NULL,1,NULL,0.0031,0.25,NULL,0.25,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2714,1239,1/12/20,387,NULL,4,NULL,0.0103,0.9,NULL,3.6,NULL,0.0529,0,68.04,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2715,2042,1/12/20,3943,12621,4,17,0.001,1.14,1.54,4.55,26.16,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2716,1235,1/12/20,1437,NULL,15,NULL,0.0104,0.81,NULL,12.14,NULL,0.1234,0,98.4,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2717,1226,1/12/20,941,NULL,3,NULL,0.0032,1.1,NULL,3.3,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2718,1232,1/12/20,58,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2719,1233,1/12/20,0,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2720,1252,1/12/20,885,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2721,1226,1/13/20,1291,NULL,4,NULL,0.0031,0.7,NULL,2.81,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2722,1239,1/13/20,565,NULL,9,NULL,0.0159,0.9,NULL,8.12,NULL,0.1129,0,71.95,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2723,1246,1/13/20,491,NULL,1,NULL,0.002,1.36,NULL,1.36,NULL,0.0273,0,49.74,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2724,1235,1/13/20,2228,NULL,12,NULL,0.0054,0.88,NULL,10.53,NULL,0.1849,0,56.94,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2725,1238,1/13/20,31794,NULL,76,NULL,0.0024,2.01,NULL,152.38,NULL,0.8544,0,178.35,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2726,2042,1/13/20,7514,12535,7,30,0.0009,0.91,1.63,6.39,48.94,0.1886,0,33.88,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2727,1245,1/13/20,18996,NULL,29,NULL,0.0015,1.26,NULL,36.43,NULL,0.1833,0,198.75,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2728,1223,1/13/20,873,NULL,1,NULL,0.0012,0.1,NULL,0.1,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2729,1230,1/13/20,21096,NULL,13,NULL,0.0006,0.36,NULL,4.65,NULL,0.4306,0,10.8,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2730,1243,1/13/20,132,NULL,2,NULL,0.0152,1.97,NULL,3.94,NULL,0.2257,0,17.46,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2731,1237,1/13/20,464,NULL,9,NULL,0.0194,1.79,NULL,16.14,NULL,0.1285,0,125.65,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2732,1248,1/13/20,33237,NULL,66,NULL,0.002,1.57,NULL,103.33,NULL,0.2948,0,350.56,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2733,1252,1/13/20,1117,NULL,2,NULL,0.0018,0.28,NULL,0.56,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2734,1232,1/13/20,89,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2735,1238,1/14/20,66204,NULL,146,NULL,0.0022,2.02,NULL,294.33,NULL,0.8468,0,347.58,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2736,1248,1/14/20,25722,NULL,65,NULL,0.0025,1.59,NULL,103.25,NULL,0.5298,0,194.9,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2737,1237,1/14/20,590,NULL,11,NULL,0.0186,1.19,NULL,13.07,NULL,0.1169,0,111.84,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2738,1230,1/14/20,11047,NULL,4,NULL,0.0004,0.43,NULL,1.71,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2739,1252,1/14/20,408,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2740,1226,1/14/20,1239,NULL,2,NULL,0.0016,0.27,NULL,0.54,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2741,1246,1/14/20,758,NULL,2,NULL,0.0026,1.09,NULL,2.17,NULL,0.0909,0,23.88,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2742,1223,1/14/20,643,NULL,1,NULL,0.0016,0.48,NULL,0.48,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2743,2042,1/14/20,6083,12305,6,25,0.001,0.99,1.62,5.91,40.46,0.3237,0,18.26,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2744,1232,1/14/20,55,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2745,1239,1/14/20,568,NULL,11,NULL,0.0194,0.63,NULL,6.89,NULL,0.0884,0,77.94,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2746,1235,1/14/20,624,NULL,14,NULL,0.0224,1.11,NULL,15.48,NULL,0.1785,0,86.72,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2747,1245,1/14/20,18856,NULL,17,NULL,0.0009,1.17,NULL,19.96,NULL,0.4013,0,49.74,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2748,1243,1/14/20,78,NULL,1,NULL,0.0128,0.48,NULL,0.48,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2749,1252,1/15/20,462,NULL,4,NULL,0.0087,1.44,NULL,5.75,NULL,0.2261,0,25.43,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2750,2042,1/15/20,4805,10436,8,34,0.0017,0.93,1.61,7.46,54.62,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2751,1245,1/15/20,18031,NULL,20,NULL,0.0011,1.26,NULL,25.25,NULL,0.5076,0,49.74,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2752,1248,1/15/20,29726,NULL,60,NULL,0.002,1.74,NULL,104.15,NULL,0.6497,0,160.31,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2753,1243,1/15/20,470,NULL,4,NULL,0.0085,1.39,NULL,5.57,NULL,0.0448,0,124.26,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2754,1239,1/15/20,326,NULL,3,NULL,0.0092,0.65,NULL,1.96,NULL,0.0454,0,43.17,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2755,1246,1/15/20,345,NULL,1,NULL,0.0029,1.48,NULL,1.48,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2756,1238,1/15/20,75682,NULL,154,NULL,0.002,1.94,NULL,298.58,NULL,0.9875,0,302.37,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2757,1226,1/15/20,741,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2758,1232,1/15/20,72,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2759,1237,1/15/20,404,NULL,3,NULL,0.0074,0.91,NULL,2.73,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2760,1230,1/15/20,9731,NULL,2,NULL,0.0002,0.66,NULL,1.32,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2761,1235,1/15/20,612,NULL,6,NULL,0.0098,0.92,NULL,5.53,NULL,0.5827,0,9.49,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2762,1223,1/15/20,594,NULL,1,NULL,0.0017,0.43,NULL,0.43,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2763,1235,1/16/20,853,NULL,9,NULL,0.0106,1.1,NULL,9.92,NULL,0.2613,0,37.96,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2764,1248,1/16/20,29846,NULL,67,NULL,0.0022,1.54,NULL,103.18,NULL,0.2911,0,354.43,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2765,1252,1/16/20,545,NULL,1,NULL,0.0018,0.87,NULL,0.87,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2766,1223,1/16/20,641,NULL,1,NULL,0.0016,0.48,NULL,0.48,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2767,1237,1/16/20,619,NULL,5,NULL,0.0081,0.99,NULL,4.96,NULL,0.2545,0,19.49,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2768,2042,1/16/20,6140,9740,0,29,0,0,1.63,0,47.41,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2769,1245,1/16/20,13357,NULL,15,NULL,0.0011,1.58,NULL,23.66,NULL,0.6027,0,39.26,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2770,1238,1/16/20,58304,NULL,109,NULL,0.0019,2.02,NULL,220.04,NULL,1.1035,0,199.41,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2771,1226,1/16/20,789,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2772,1232,1/16/20,82,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2773,1239,1/16/20,528,NULL,13,NULL,0.0246,0.84,NULL,10.88,NULL,0.0988,0,110.1,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2774,1246,1/16/20,398,NULL,1,NULL,0.0025,1.09,NULL,1.09,NULL,0.0241,0,45.25,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2775,1243,1/16/20,122,NULL,3,NULL,0.0246,1.14,NULL,3.43,NULL,0.2428,0,14.13,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2776,1230,1/16/20,9955,NULL,11,NULL,0.0011,0.49,NULL,5.35,NULL,0.2819,0,18.98,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2777,1246,1/17/20,200,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2778,2042,1/17/20,4201,6070,9,18,0.0021,0.97,1.42,8.75,25.56,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2779,1232,1/17/20,121,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2780,1239,1/17/20,491,NULL,4,NULL,0.0082,0.8,NULL,3.19,NULL,0.0346,0,92.33,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2781,1248,1/17/20,28980,NULL,64,NULL,0.0022,1.61,NULL,102.98,NULL,0.6456,0,159.52,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2782,1243,1/17/20,700,NULL,2,NULL,0.0029,0.33,NULL,0.65,NULL,0.0141,0,46.05,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2783,1230,1/17/20,9271,NULL,5,NULL,0.0005,0.47,NULL,2.34,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
