id,campaign,date,impressions,impressions_previous_year,clics,click_previous_year,CtR,CpC,CpC_previous_year,spend,spend_previous_year,ACoS,RoAS,sales,orders,units,conversion_rate,page_views,NtB_orders,NtB_orders_percentage,NtB_sales,NtB_sales_persntage,NtB_units,NtB_units_percentage,NtB_order_rate
2784,1237,1/17/20,586,NULL,5,NULL,0.0085,1.76,NULL,8.79,NULL,0.1814,0,48.47,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2785,1245,1/17/20,13862,NULL,15,NULL,0.0011,1.06,NULL,15.97,NULL,0.6421,0,24.87,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2786,1252,1/17/20,228,NULL,1,NULL,0.0044,0.19,NULL,0.19,NULL,0.0119,0,15.94,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2787,1235,1/17/20,486,NULL,7,NULL,0.0144,0.78,NULL,5.46,NULL,0.5753,0,9.49,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2788,1223,1/17/20,500,NULL,2,NULL,0.004,0.34,NULL,0.68,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2789,1238,1/17/20,41531,NULL,97,NULL,0.0023,1.97,NULL,191.06,NULL,1.1016,0,173.44,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2790,1226,1/17/20,597,NULL,2,NULL,0.0034,0.6,NULL,1.19,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2791,1226,1/18/20,454,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2792,1246,1/18/20,231,NULL,1,NULL,0.0043,1.71,NULL,1.71,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2793,1233,1/18/20,554,NULL,2,NULL,0.0036,1.34,NULL,2.68,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2794,2042,1/18/20,3595,6359,3,16,0.0008,1.02,1.29,3.05,20.56,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2795,1238,1/18/20,53425,NULL,120,NULL,0.0023,1.9,NULL,228.48,NULL,1.2017,0,190.13,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2796,1223,1/18/20,511,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2797,1235,1/18/20,351,NULL,6,NULL,0.0171,0.68,NULL,4.09,NULL,0.0726,0,56.33,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2798,1239,1/18/20,260,NULL,11,NULL,0.0423,0.75,NULL,8.25,NULL,0.0717,0,115.12,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2799,1237,1/18/20,302,NULL,7,NULL,0.0232,0.91,NULL,6.4,NULL,0.1136,0,56.36,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2800,1243,1/18/20,50,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2801,1230,1/18/20,6996,NULL,5,NULL,0.0007,0.31,NULL,1.54,NULL,0.4278,0,3.6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2802,1249,1/18/20,20,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2803,1252,1/18/20,325,NULL,3,NULL,0.0092,0.74,NULL,2.23,NULL,0.2805,0,7.95,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2804,1248,1/18/20,32993,NULL,66,NULL,0.002,1.53,NULL,101.28,NULL,0.4195,0,241.43,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2805,1232,1/18/20,74,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2806,1245,1/18/20,12959,NULL,14,NULL,0.0011,1.24,NULL,17.33,NULL,0.2323,0,74.61,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2807,1245,1/19/20,12861,NULL,21,NULL,0.0016,1.16,NULL,24.4,NULL,0.2072,0,117.74,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2808,1239,1/19/20,461,NULL,6,NULL,0.013,0.58,NULL,3.49,NULL,0.0633,0,55.15,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2809,1238,1/19/20,60172,NULL,146,NULL,0.0024,1.74,NULL,253.92,NULL,0.7827,0,324.41,44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2810,1223,1/19/20,657,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2811,1230,1/19/20,9439,NULL,2,NULL,0.0002,0.48,NULL,0.95,NULL,0.2639,0,3.6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2812,1233,1/19/20,7932,NULL,19,NULL,0.0024,1.38,NULL,26.19,NULL,1.9075,0,13.73,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2813,1232,1/19/20,124,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2814,2042,1/19/20,5461,6203,13,25,0.0024,1.1,1.16,14.26,28.99,0.991,0,14.39,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2815,1243,1/19/20,106,NULL,3,NULL,0.0283,1.07,NULL,3.22,NULL,0.0354,0,91.01,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2816,1252,1/19/20,287,NULL,3,NULL,0.0105,1.56,NULL,4.68,NULL,0.5872,0,7.97,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2817,1248,1/19/20,22264,NULL,65,NULL,0.0029,1.58,NULL,102.83,NULL,0.4915,0,209.21,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2818,1246,1/19/20,160,NULL,2,NULL,0.0125,1.35,NULL,2.69,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2819,1235,1/19/20,489,NULL,4,NULL,0.0082,0.49,NULL,1.97,NULL,0.1038,0,18.98,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2820,1226,1/19/20,621,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2821,1237,1/19/20,518,NULL,4,NULL,0.0077,2.14,NULL,8.56,NULL,0.4392,0,19.49,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2822,1249,1/19/20,761,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2823,1249,1/20/20,673,NULL,4,NULL,0.0059,1.22,NULL,4.89,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2824,1245,1/20/20,16869,NULL,19,NULL,0.0011,1.32,NULL,25.12,NULL,0.2645,0,94.99,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2825,1232,1/20/20,163,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2826,1230,1/20/20,12358,NULL,7,NULL,0.0006,0.33,NULL,2.34,NULL,0.65,0,3.6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2827,2042,1/20/20,9458,6646,7,23,0.0007,0.7,1.64,4.93,37.79,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2828,1248,1/20/20,22522,NULL,69,NULL,0.0031,1.51,NULL,103.95,NULL,0.2128,0,488.5,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2829,1239,1/20/20,696,NULL,5,NULL,0.0072,0.76,NULL,3.79,NULL,0.1021,0,37.12,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2830,1238,1/20/20,65490,NULL,157,NULL,0.0024,1.79,NULL,281.11,NULL,0.9417,0,298.53,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2831,1233,1/20/20,8899,NULL,23,NULL,0.0026,1.07,NULL,24.52,NULL,0.714,0,34.34,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2832,1243,1/20/20,93,NULL,4,NULL,0.043,0.66,NULL,2.63,NULL,0.0282,0,93.18,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2833,1223,1/20/20,707,NULL,1,NULL,0.0014,0.23,NULL,0.23,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2834,1252,1/20/20,654,NULL,2,NULL,0.0031,0.79,NULL,1.58,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2835,1235,1/20/20,872,NULL,17,NULL,0.0195,0.88,NULL,14.93,NULL,0.1175,0,127.12,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2836,1226,1/20/20,891,NULL,2,NULL,0.0022,0.78,NULL,1.56,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2837,1246,1/20/20,191,NULL,1,NULL,0.0052,1.76,NULL,1.76,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2838,1237,1/20/20,641,NULL,7,NULL,0.0109,0.99,NULL,6.96,NULL,0.0983,0,70.78,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2839,1252,1/21/20,787,NULL,2,NULL,0.0025,0.92,NULL,1.83,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2840,2042,1/21/20,17063,8241,24,30,0.0014,1.01,1.5,24.21,45.09,0.0624,0,387.78,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2841,1232,1/21/20,217,NULL,1,NULL,0.0046,1.87,NULL,1.87,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2842,1239,1/21/20,626,NULL,12,NULL,0.0192,0.43,NULL,5.2,NULL,0.0404,0,128.69,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2843,1237,1/21/20,361,NULL,2,NULL,0.0055,1.04,NULL,2.08,NULL,0.1067,0,19.49,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2844,1230,1/21/20,13415,NULL,3,NULL,0.0002,0.31,NULL,0.92,NULL,0.2556,0,3.6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2845,1235,1/21/20,1103,NULL,13,NULL,0.0118,1.21,NULL,15.75,NULL,0.0856,0,183.91,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2846,1248,1/21/20,51592,NULL,126,NULL,0.0024,1.46,NULL,183.44,NULL,0.7913,0,231.81,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2847,1246,1/21/20,328,NULL,1,NULL,0.0031,1.25,NULL,1.25,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2848,1233,1/21/20,6825,NULL,18,NULL,0.0026,1.24,NULL,22.37,NULL,0.7002,0,31.95,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2849,1249,1/21/20,1398,NULL,3,NULL,0.0022,0.68,NULL,2.04,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2850,1243,1/21/20,60,NULL,1,NULL,0.0167,0.25,NULL,0.25,NULL,0.0133,0,18.84,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2851,1245,1/21/20,24693,NULL,29,NULL,0.0012,1.24,NULL,35.93,NULL,0.347,0,103.55,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2852,1226,1/21/20,1655,NULL,1,NULL,0.0006,1.42,NULL,1.42,NULL,0.0729,0,19.49,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2853,1238,1/21/20,67301,NULL,131,NULL,0.002,1.76,NULL,230.8,NULL,0.6941,0,332.5,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2854,1223,1/21/20,951,NULL,1,NULL,0.0011,0.43,NULL,0.43,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2855,1233,1/22/20,9020,NULL,35,NULL,0.0039,1.33,NULL,46.62,NULL,0.7075,0,65.89,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2856,1230,1/22/20,15523,NULL,6,NULL,0.0004,0.37,NULL,2.21,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2857,1243,1/22/20,114,NULL,2,NULL,0.0175,1.09,NULL,2.17,NULL,0.0576,0,37.68,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2858,1237,1/22/20,958,NULL,9,NULL,0.0094,1.11,NULL,9.97,NULL,0.1083,0,92.06,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2859,1223,1/22/20,1081,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2860,1235,1/22/20,668,NULL,11,NULL,0.0165,0.89,NULL,9.78,NULL,0.0937,0,104.39,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2861,1246,1/22/20,473,NULL,4,NULL,0.0085,1.16,NULL,4.62,NULL,0.0829,0,55.73,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2862,1249,1/22/20,1514,NULL,5,NULL,0.0033,0.87,NULL,4.36,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2863,1245,1/22/20,29805,NULL,32,NULL,0.0011,1.13,NULL,36.17,NULL,0.7272,0,49.74,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2864,1238,1/22/20,53649,NULL,119,NULL,0.0022,1.24,NULL,147.74,NULL,0.6214,0,237.77,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2865,1239,1/22/20,469,NULL,17,NULL,0.0363,0.63,NULL,10.63,NULL,0.0933,0,113.96,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2866,1226,1/22/20,2591,NULL,4,NULL,0.0015,0.59,NULL,2.37,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2867,2042,1/22/20,12620,14448,22,43,0.0017,0.92,1.77,20.32,75.96,0.6863,0,29.61,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2868,1252,1/22/20,536,NULL,3,NULL,0.0056,0.52,NULL,1.55,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2869,1232,1/22/20,196,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2870,1248,1/22/20,46591,NULL,128,NULL,0.0028,1.57,NULL,200.62,NULL,0.3366,0,596.05,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2871,2042,1/23/20,19903,12176,39,51,0.002,0.88,1.22,34.37,62.13,0.1572,0,218.64,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2872,1246,1/23/20,444,NULL,2,NULL,0.0045,1.1,NULL,2.2,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2873,1223,1/23/20,1612,NULL,3,NULL,0.0019,0.31,NULL,0.94,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2874,1233,1/23/20,7848,NULL,32,NULL,0.0041,1.19,NULL,38.2,NULL,1.5943,0,23.96,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2875,1237,1/23/20,735,NULL,6,NULL,0.0082,1.21,NULL,7.24,NULL,0.0666,0,108.72,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2876,1252,1/23/20,570,NULL,2,NULL,0.0035,0.94,NULL,1.88,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2877,1230,1/23/20,16178,NULL,21,NULL,0.0013,0.47,NULL,9.89,NULL,0.3321,0,29.78,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2878,1248,1/23/20,52282,NULL,138,NULL,0.0026,1.41,NULL,194.87,NULL,0.3549,0,549.12,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2879,1249,1/23/20,1735,NULL,6,NULL,0.0035,1,NULL,5.97,NULL,0.1677,0,35.6,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2880,1245,1/23/20,28121,NULL,32,NULL,0.0011,1.19,NULL,38.05,NULL,0.7464,0,50.98,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2881,1239,1/23/20,1370,NULL,13,NULL,0.0095,0.75,NULL,9.7,NULL,0.1201,0,80.74,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2882,1232,1/23/20,99,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2883,1238,1/23/20,56349,NULL,117,NULL,0.0021,1.6,NULL,186.78,NULL,0.5692,0,328.17,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2884,1226,1/23/20,5574,NULL,8,NULL,0.0014,0.82,NULL,6.54,NULL,0.1642,0,39.83,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2885,1243,1/23/20,104,NULL,5,NULL,0.0481,1.47,NULL,7.35,NULL,0.0536,0,137.17,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2886,1235,1/23/20,868,NULL,13,NULL,0.015,0.67,NULL,8.74,NULL,0.1132,0,77.23,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2887,1226,1/24/20,613,NULL,2,NULL,0.0033,1.01,NULL,2.02,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2888,1239,1/24/20,362,NULL,16,NULL,0.0442,0.67,NULL,10.77,NULL,0.0638,0,168.92,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2889,1246,1/24/20,792,NULL,6,NULL,0.0076,1.08,NULL,6.48,NULL,0.064,0,101.3,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2890,1233,1/24/20,1182,NULL,5,NULL,0.0042,1.05,NULL,5.25,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2891,1248,1/24/20,14475,NULL,58,NULL,0.004,1.25,NULL,72.71,NULL,0.3776,0,192.57,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2892,1235,1/24/20,270,NULL,9,NULL,0.0333,0.99,NULL,8.95,NULL,0.2358,0,37.96,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2893,1223,1/24/20,2120,NULL,3,NULL,0.0014,0.48,NULL,1.43,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2894,1238,1/24/20,23270,NULL,49,NULL,0.0021,1.56,NULL,76.57,NULL,0.5414,0,141.42,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2895,1230,1/24/20,8492,NULL,2,NULL,0.0002,0.24,NULL,0.47,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2896,1243,1/24/20,98,NULL,2,NULL,0.0204,1.06,NULL,2.11,NULL,0.0895,0,23.57,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2897,2042,1/24/20,6992,12233,19,62,0.0027,0.82,1.55,15.52,95.89,0.125,0,124.2,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2898,1252,1/24/20,757,NULL,4,NULL,0.0053,0.62,NULL,2.49,NULL,0.1562,0,15.94,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2899,1232,1/24/20,14,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2900,1237,1/24/20,248,NULL,12,NULL,0.0484,2.2,NULL,26.36,NULL,0.1842,0,143.12,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2901,1245,1/24/20,6678,NULL,7,NULL,0.0011,0.76,NULL,5.31,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2902,1249,1/24/20,660,NULL,4,NULL,0.0061,1.3,NULL,5.18,NULL,0.1406,0,36.85,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2903,1245,1/25/20,6004,NULL,4,NULL,0.0007,1.25,NULL,5.01,NULL,0.2726,0,18.38,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2904,1246,1/25/20,310,NULL,4,NULL,0.0129,1.5,NULL,6.01,NULL,0.327,0,18.38,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2905,1248,1/25/20,5744,NULL,18,NULL,0.0031,1.64,NULL,29.46,NULL,0.5956,0,49.46,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2906,1249,1/25/20,653,NULL,6,NULL,0.0092,1.06,NULL,6.36,NULL,0.3539,0,17.97,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2907,1243,1/25/20,153,NULL,2,NULL,0.0131,1.54,NULL,3.07,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2908,1239,1/25/20,530,NULL,16,NULL,0.0302,0.63,NULL,10.04,NULL,0.1999,0,50.22,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2909,1223,1/25/20,3296,NULL,9,NULL,0.0027,0.38,NULL,3.43,NULL,0.1021,0,33.59,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2910,1230,1/25/20,8732,NULL,8,NULL,0.0009,0.58,NULL,4.6,NULL,0.4847,0,9.49,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2911,1237,1/25/20,809,NULL,15,NULL,0.0185,0.86,NULL,12.95,NULL,0.1409,0,91.94,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2912,1235,1/25/20,395,NULL,5,NULL,0.0127,0.99,NULL,4.97,NULL,0.5237,0,9.49,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2913,1233,1/25/20,2141,NULL,5,NULL,0.0023,1.17,NULL,5.84,NULL,0.4706,0,12.41,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2914,1252,1/25/20,682,NULL,3,NULL,0.0044,1.53,NULL,4.58,NULL,0.5747,0,7.97,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2915,2042,1/25/20,7572,10245,15,37,0.002,1.07,1.59,16.12,58.93,0.5372,0,30.01,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2916,1238,1/25/20,15617,NULL,68,NULL,0.0044,1.05,NULL,71.72,NULL,0.4178,0,171.67,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2917,1235,1/26/20,661,NULL,15,NULL,0.0227,0.7,NULL,10.51,NULL,0.0489,0,215.01,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2918,1239,1/26/20,419,NULL,17,NULL,0.0406,0.61,NULL,10.3,NULL,0.0184,0,561.07,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2919,1233,1/26/20,1227,NULL,4,NULL,0.0033,1.68,NULL,6.72,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2920,1246,1/26/20,205,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2921,1252,1/26/20,1008,NULL,4,NULL,0.004,1.2,NULL,4.81,NULL,0.0923,0,52.13,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2922,2042,1/26/20,3424,10787,15,49,0.0044,1.02,1.34,15.31,65.64,0.7872,0,19.45,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2923,1238,1/26/20,20087,NULL,51,NULL,0.0025,1.37,NULL,69.71,NULL,0.3633,0,191.88,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2924,1230,1/26/20,8130,NULL,4,NULL,0.0005,0.54,NULL,2.14,NULL,0.0564,0,37.96,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2925,1237,1/26/20,1427,NULL,20,NULL,0.014,1.02,NULL,20.31,NULL,0.0341,0,595.31,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2926,1223,1/26/20,4340,NULL,8,NULL,0.0018,0.26,NULL,2.08,NULL,0.031,0,67.18,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2927,1248,1/26/20,4867,NULL,31,NULL,0.0064,1.3,NULL,40.44,NULL,0.1313,0,308.01,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
